id,yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,citizenship,meansOfControlTakesEarnings,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,isForcedLabour,isSexualExploit,isOtherExploit,isAbduction,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther
34194,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34195,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34196,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34197,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34198,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34199,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34200,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34201,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34202,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34203,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34204,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34205,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34206,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34207,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,1,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34208,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34209,2016,Hotline,Female,21--23,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34210,2016,Hotline,Female,21--23,Adult,-99,US,1,1,1,1,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34211,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34212,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34213,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34214,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34215,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34216,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34217,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34218,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34219,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34220,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34221,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34222,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34223,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34224,2016,Hotline,Female,21--23,Adult,-99,US,1,1,-99,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34225,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34226,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34227,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34228,2016,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34229,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34230,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34231,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34232,2016,Hotline,Female,21--23,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34233,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34234,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34235,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34236,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34237,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34238,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34239,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34240,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34241,2016,Hotline,Female,21--23,Adult,-99,US,1,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34242,2016,Hotline,Female,21--23,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34243,2016,Hotline,Female,21--23,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34244,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34245,2016,Hotline,Female,21--23,Adult,Adult,US,-99,1,-99,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34246,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34247,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34248,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,0,1,0,0
34249,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34250,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,1,1,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34251,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34252,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34253,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34254,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34255,2016,Hotline,Female,21--23,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34432,2016,Hotline,Female,24--26,Adult,Minor,US,1,1,1,-99,-99,-99,1,-99,-99,0,1,0,0,0,1,0,0
34433,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34434,2016,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,1,1,-99,1,-99,-99,0,1,0,0,0,0,0,1
34435,2016,Hotline,Female,24--26,Adult,-99,US,1,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34436,2016,Hotline,Female,24--26,Adult,-99,US,1,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34437,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0
34438,2016,Hotline,Female,24--26,Adult,-99,US,-99,1,1,1,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
34439,2016,Hotline,Female,24--26,Adult,-99,US,1,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34440,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,0,0,1,0,0
34441,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34442,2016,Hotline,Female,24--26,Adult,Minor,US,1,1,-99,-99,1,1,-99,-99,-99,0,1,0,0,0,0,0,1
34443,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34444,2016,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
34445,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,1,1,-99,-99,0,1,0,0,0,1,0,0
34446,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,0,-99,-99,-99,-99
34447,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
34448,2016,Hotline,Female,24--26,Adult,-99,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34449,2016,Hotline,Female,24--26,Adult,-99,US,-99,1,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34450,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,0,1
34451,2016,Hotline,Female,24--26,Adult,Minor,US,1,1,-99,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
34452,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,-99,-99
34453,2016,Hotline,Female,24--26,Adult,Minor,US,1,-99,1,-99,-99,1,-99,1,-99,0,1,0,0,0,1,0,0
34454,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,1,1,-99,-99,1,-99,-99,0,1,0,0,0,0,0,1
34455,2016,Hotline,Female,24--26,Adult,Minor,US,1,1,-99,1,-99,-99,1,-99,-99,0,1,0,0,0,0,0,1
34456,2016,Hotline,Female,24--26,Adult,Minor,US,1,1,-99,1,-99,-99,1,-99,-99,0,1,0,0,0,1,0,0
34457,2016,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
34458,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,1,1,1,1,-99,-99,0,1,0,0,0,1,0,1
34459,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,1,1,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34460,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34461,2016,Hotline,Female,24--26,Adult,Adult,US,-99,-99,-99,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34462,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34463,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34464,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,1,-99,1,1,-99,-99,0,1,0,-99,0,0,0,1
34465,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,1,-99,0,1,0,-99,0,1,1,0
34466,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34467,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34468,2016,Hotline,Female,24--26,Adult,Adult,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34469,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,0,1,0,0
34470,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,1,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34471,2016,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34472,2016,Hotline,Female,24--26,Adult,-99,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34473,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34474,2016,Hotline,Female,24--26,Adult,-99,US,1,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34475,2016,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34476,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,1,-99,1,-99,-99,0,1,0,-99,0,0,0,1
34477,2016,Hotline,Female,24--26,Adult,Minor,US,-99,1,1,-99,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34478,2016,Hotline,Female,24--26,Adult,Adult,US,-99,-99,1,-99,1,1,1,-99,-99,0,1,0,0,1,0,0,0
34479,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,1,0,0,0
34480,2016,Hotline,Female,24--26,Adult,Adult,US,-99,-99,1,-99,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
34481,2016,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,1,-99,-99,1,0,1,0,0,0,0,0,1
34482,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34483,2016,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,1,0,0
34484,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,1,1,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34485,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,1,-99,1,1,1,-99,-99,0,1,0,0,1,0,0,0
34486,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34487,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34488,2016,Hotline,Female,24--26,Adult,Adult,US,-99,1,1,1,1,1,1,-99,-99,0,1,0,0,0,0,0,1
34489,2016,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34490,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34491,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,0,1
34492,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
34493,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34494,2016,Hotline,Female,24--26,Adult,Minor,US,-99,1,1,-99,-99,1,-99,1,-99,0,1,0,0,1,0,0,0
34495,2016,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,-99,1,-99,-99,-99,-99,0,1,0,0,0,0,0,1
34496,2016,Hotline,Female,24--26,Adult,Adult,US,-99,1,1,1,-99,-99,1,-99,-99,0,1,0,0,1,0,0,0
34497,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,1,0
34498,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34499,2016,Hotline,Female,24--26,Adult,Adult,US,-99,1,1,-99,1,-99,-99,1,-99,0,1,0,0,1,0,0,0
34500,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,0,0,0,0,1
34501,2016,Hotline,Female,24--26,Adult,Adult,US,-99,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34502,2016,Hotline,Female,24--26,Adult,-99,US,1,1,1,-99,-99,1,1,-99,-99,0,1,0,0,1,0,0,0
34503,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34504,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,1,1,1,1,-99,-99,-99,0,1,0,0,1,0,0,0
34505,2016,Hotline,Female,24--26,Adult,-99,US,1,-99,1,1,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0
34506,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34507,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34508,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34509,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34510,2016,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34511,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34512,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34513,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34514,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34515,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34516,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34517,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34518,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34519,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34520,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34521,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34522,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34523,2016,Hotline,Female,24--26,Adult,Minor,US,-99,1,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34524,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34525,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34526,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34527,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34528,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,1,1,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34529,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34530,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34531,2016,Hotline,Female,24--26,Adult,Adult,US,-99,-99,-99,1,1,1,1,-99,-99,0,1,0,-99,0,1,0,0
34532,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34533,2016,Hotline,Female,24--26,Adult,-99,US,-99,1,-99,1,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34534,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34535,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,1,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34536,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34537,2016,Hotline,Female,24--26,Adult,Adult,US,-99,1,-99,-99,-99,1,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34538,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,1,-99,-99,0,1,0,-99,-99,-99,-99,-99
34539,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34540,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34541,2016,Hotline,Female,24--26,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34542,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34543,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34544,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34545,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34546,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34547,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34548,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34549,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34550,2016,Hotline,Female,24--26,Adult,Adult,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34551,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34552,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34553,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34554,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34555,2016,Hotline,Female,24--26,Adult,Minor,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34556,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34557,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
34558,2016,Hotline,Female,24--26,Adult,-99,US,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,-99,-99,-99,-99,-99
